timestamp,speed,rpm,throttle,engine_load,prediction,score
2026-03-29T17:05:42.619650,0.0,0.0,18.03921568627451,0.0,IDLE,75
2026-03-29T17:05:43.935656,0.0,0.0,18.03921568627451,0.0,IDLE,75
2026-03-29T17:05:45.282559,0.0,0.0,18.03921568627451,0.0,IDLE,75
2026-03-29T17:05:46.752539,0.0,0.0,18.03921568627451,0.0,IDLE,75
2026-03-29T17:05:48.130480,0.0,0.0,18.03921568627451,0.0,IDLE,75
2026-03-29T17:05:49.457500,0.0,0.0,18.03921568627451,0.0,IDLE,75
2026-03-29T17:05:50.774664,5.0,0.0,18.03921568627451,0.0,WAITING,75
2026-03-29T17:05:52.121441,7.0,1273.25,18.431372549019606,43.13725490196079,WAITING,75
2026-03-29T17:05:53.509413,7.0,1304.5,19.607843137254903,51.372549019607845,WAITING,75
2026-03-29T17:05:54.970222,4.0,1286.5,19.607843137254903,54.90196078431372,SAFE,75.1
2026-03-29T17:05:56.240120,3.0,1282.75,19.607843137254903,55.68627450980392,SAFE,75.19999999999999
2026-03-29T17:05:57.560571,3.0,1296.75,19.607843137254903,47.05882352941177,SAFE,75.29999999999998
2026-03-29T17:05:58.845232,0.0,1289.75,19.607843137254903,45.09803921568628,IDLE,75.29999999999998
2026-03-29T17:06:00.192220,0.0,1308.5,19.607843137254903,44.705882352941174,IDLE,75.29999999999998
2026-03-29T17:06:01.696477,4.0,1302.25,19.607843137254903,44.705882352941174,SAFE,75.39999999999998
2026-03-29T17:06:03.017586,6.0,1296.75,19.607843137254903,44.705882352941174,SAFE,75.49999999999997
2026-03-29T17:06:04.335665,9.0,1280.0,19.607843137254903,44.705882352941174,SAFE,75.59999999999997
2026-03-29T17:06:05.745049,12.0,1307.0,19.607843137254903,44.705882352941174,SAFE,75.69999999999996
2026-03-29T17:06:07.060953,13.0,1332.75,19.607843137254903,61.96078431372549,SAFE,75.79999999999995
2026-03-29T17:06:08.481729,24.0,1357.0,28.627450980392158,95.68627450980392,AGGRESSIVE,72.79999999999995
2026-03-29T17:06:09.799940,33.0,1344.0,21.96078431372549,94.11764705882354,AGGRESSIVE,69.79999999999995
2026-03-29T17:06:11.384940,35.0,1346.75,21.96078431372549,67.84313725490196,SAFE,69.89999999999995
2026-03-29T17:06:12.853107,34.0,1312.0,21.96078431372549,68.23529411764706,SAFE,69.99999999999994
2026-03-29T17:06:14.264821,33.0,1305.25,21.96078431372549,68.62745098039215,SAFE,70.09999999999994
2026-03-29T17:06:15.597068,30.0,1296.75,21.96078431372549,68.23529411764706,SAFE,70.19999999999993
2026-03-29T17:06:16.998975,33.0,1615.5,32.549019607843135,99.2156862745098,AGGRESSIVE,67.19999999999993
2026-03-29T17:06:18.318765,42.0,2071.0,47.450980392156865,99.6078431372549,AGGRESSIVE,64.19999999999993
2026-03-29T17:06:19.638676,46.0,1360.75,21.96078431372549,66.27450980392157,SAFE,64.29999999999993
2026-03-29T17:06:20.953040,45.0,1330.25,21.96078431372549,67.84313725490196,SAFE,64.39999999999992
2026-03-29T17:06:22.426712,42.0,1314.75,21.96078431372549,68.23529411764706,SAFE,64.49999999999991
2026-03-29T17:06:23.748574,40.0,1302.25,21.568627450980394,68.23529411764706,SAFE,64.59999999999991
2026-03-29T17:06:25.068578,39.0,1300.75,21.568627450980394,68.23529411764706,SAFE,64.6999999999999
2026-03-29T17:06:26.385101,38.0,1299.0,21.568627450980394,68.23529411764706,SAFE,64.7999999999999
2026-03-29T17:06:27.703149,29.0,1280.0,21.568627450980394,68.62745098039215,SAFE,64.89999999999989
2026-03-29T17:06:29.011518,19.0,1280.0,21.568627450980394,68.23529411764706,SAFE,64.99999999999989
2026-03-29T17:06:30.331030,20.0,1280.0,21.568627450980394,68.23529411764706,SAFE,65.09999999999988
2026-03-29T17:06:31.648043,21.0,1300.0,21.568627450980394,67.84313725490196,SAFE,65.19999999999987
2026-03-29T17:06:32.965010,21.0,1280.0,21.568627450980394,67.84313725490196,SAFE,65.29999999999987
2026-03-29T17:06:34.458379,21.0,1280.0,21.568627450980394,67.84313725490196,SAFE,65.39999999999986
2026-03-29T17:06:35.927005,13.0,1289.0,21.568627450980394,67.84313725490196,SAFE,65.49999999999986
