timestamp,speed,rpm,throttle,engine_load,relative_throttle,prediction,score,event
2026-04-03T17:08:52.706337,0.0,0.0,0.0,26.274509803921568,0.0,IDLE,75.0,
2026-04-03T17:08:56.069284,0.0,723.25,11.764705882352942,24.705882352941178,0.0,IDLE,75.0,
2026-04-03T17:08:59.460517,0.0,688.25,11.764705882352942,33.72549019607843,0.0,IDLE,75.0,
2026-04-03T17:09:02.885409,0.0,1011.5,19.607843137254903,51.76470588235294,0.0,IDLE,75.0,
2026-04-03T17:09:06.331572,3.0,1022.5,12.156862745098039,32.15686274509804,0.0,WAITING,75.0,
2026-04-03T17:09:09.723619,5.0,637.5,20.0,49.80392156862745,0.0,WAITING,75.0,
2026-04-03T17:09:13.138766,7.0,1110.0,16.07843137254902,36.470588235294116,0.0,WAITING,75.0,
2026-04-03T17:09:16.529992,0.0,1857.75,21.176470588235293,42.35294117647059,0.0,IDLE,75.0,
2026-04-03T17:09:19.952013,26.0,1820.25,20.784313725490197,54.90196078431372,0.0,WAITING,75.0,
2026-04-03T17:09:23.345158,32.0,1870.25,0.0,13.72549019607843,0.0,WAITING,75.0,
2026-04-03T17:09:26.819160,30.0,1025.75,12.156862745098039,18.823529411764707,0.0,WAITING,75.0,
2026-04-03T17:09:30.182934,30.0,1385.0,16.07843137254902,34.90196078431372,0.0,WAITING,75.0,
2026-04-03T17:09:33.604058,34.0,1880.25,34.509803921568626,64.70588235294117,0.0,WAITING,75.0,
2026-04-03T17:09:36.985374,0.0,2285.0,12.156862745098039,17.254901960784313,0.0,IDLE,75.0,
2026-04-03T17:09:40.432931,42.0,1006.25,12.156862745098039,19.607843137254903,0.0,AGGRESSIVE,73.5,
2026-04-03T17:09:43.848814,36.0,904.5,12.156862745098039,23.137254901960784,0.0,SAFE,73.6,
2026-04-03T17:09:47.231083,28.0,895.25,12.156862745098039,23.529411764705884,0.0,SAFE,73.7,
2026-04-03T17:09:50.671469,20.0,1522.5,17.254901960784313,31.372549019607842,0.0,SAFE,73.8,
2026-04-03T17:09:54.145094,25.0,929.5,12.156862745098039,0.0,0.0,SAFE,73.9,
2026-04-03T17:09:57.605329,24.0,927.25,20.784313725490197,50.588235294117645,0.0,SAFE,74.0,
2026-04-03T17:10:01.030579,25.0,1817.75,41.568627450980394,71.37254901960785,0.0,SAFE,74.1,
2026-04-03T17:10:04.434228,31.0,878.75,12.156862745098039,26.274509803921568,0.0,SAFE,74.2,
2026-04-03T17:10:07.803255,10.0,729.5,12.156862745098039,57.254901960784316,0.0,SAFE,74.3,
2026-04-03T17:10:11.245140,8.0,963.25,12.156862745098039,26.274509803921568,0.0,SAFE,74.4,
2026-04-03T17:10:14.606309,4.0,632.75,12.156862745098039,32.94117647058823,0.0,SAFE,74.5,
2026-04-03T17:10:17.974529,0.0,1276.5,12.156862745098039,29.80392156862745,0.0,IDLE,74.5,
2026-04-03T17:10:21.429837,4.0,817.0,12.156862745098039,23.529411764705884,0.0,SAFE,74.6,
2026-04-03T17:10:24.806798,7.0,942.0,12.549019607843137,21.176470588235293,0.0,SAFE,74.7,
2026-04-03T17:10:28.318992,18.0,2278.0,20.0,46.666666666666664,0.0,SAFE,74.8,
2026-04-03T17:10:31.745571,28.0,1092.75,12.156862745098039,14.117647058823529,0.0,SAFE,74.9,
2026-04-03T17:10:35.215163,26.0,957.75,12.549019607843137,56.07843137254902,0.0,SAFE,75.0,
2026-04-03T17:10:38.622071,29.0,1264.75,15.686274509803921,32.15686274509804,0.0,SAFE,75.1,
2026-04-03T17:10:41.979908,27.0,924.0,12.156862745098039,25.098039215686274,0.0,SAFE,75.2,
2026-04-03T17:10:45.427408,22.0,1708.5,23.529411764705884,51.76470588235294,0.0,SAFE,75.3,
2026-04-03T17:10:49.146508,33.0,2342.0,31.764705882352942,66.66666666666667,0.0,SAFE,75.4,
2026-04-03T17:10:52.477573,0.0,1967.75,12.156862745098039,78.82352941176471,0.0,IDLE,75.4,
2026-04-03T17:10:55.931229,42.0,1053.0,12.156862745098039,18.03921568627451,0.0,AGGRESSIVE,73.9,
2026-04-03T17:10:59.361933,31.0,3598.25,77.25490196078431,78.03921568627452,0.0,AGGRESSIVE,72.4,
2026-04-03T17:11:02.739422,50.0,3300.75,61.96078431372549,73.33333333333333,0.0,AGGRESSIVE,70.9,
2026-04-03T17:11:06.182546,61.0,1708.5,12.156862745098039,19.607843137254903,0.0,SAFE,71.0,
2026-04-03T17:11:09.523317,37.0,887.5,12.156862745098039,23.137254901960784,0.0,AGGRESSIVE,69.5,
2026-04-03T17:11:12.981429,21.0,1367.0,16.470588235294116,34.509803921568626,0.0,SAFE,69.6,
2026-04-03T17:11:16.322175,24.0,1201.5,16.862745098039216,19.607843137254903,0.0,SAFE,69.7,
2026-04-03T17:11:19.751065,24.0,934.25,12.156862745098039,18.03921568627451,0.0,SAFE,69.8,
2026-04-03T17:11:23.132390,22.0,1010.0,12.156862745098039,16.07843137254902,0.0,SAFE,69.9,
2026-04-03T17:11:26.598253,20.0,1010.75,12.156862745098039,15.686274509803921,0.0,SAFE,70.0,
2026-04-03T17:11:29.938514,18.0,1009.25,12.156862745098039,17.254901960784313,0.0,SAFE,70.1,
2026-04-03T17:11:33.679052,8.0,692.0,12.156862745098039,28.627450980392158,0.0,SAFE,70.2,
2026-04-03T17:11:37.059249,3.0,669.5,12.156862745098039,34.90196078431372,0.0,SAFE,70.3,
2026-04-03T17:11:40.415521,0.0,882.0,16.07843137254902,34.509803921568626,0.0,IDLE,70.3,
2026-04-03T17:11:43.871249,13.0,1429.5,12.156862745098039,21.176470588235293,0.0,SAFE,70.4,
2026-04-03T17:11:47.578077,20.0,1571.0,12.156862745098039,17.647058823529413,0.0,SAFE,70.5,
2026-04-03T17:11:51.180713,23.0,975.0,12.156862745098039,15.294117647058824,0.0,SAFE,70.6,
2026-04-03T17:11:54.541221,10.0,756.25,12.156862745098039,29.80392156862745,0.0,SAFE,70.7,
2026-04-03T17:11:57.991200,3.0,708.5,12.156862745098039,26.274509803921568,0.0,SAFE,70.8,
2026-04-03T17:12:01.294978,0.0,689.0,13.333333333333334,33.333333333333336,0.0,IDLE,70.8,
2026-04-03T17:12:04.715315,7.0,1210.75,15.686274509803921,29.41176470588235,0.0,SAFE,70.9,
2026-04-03T17:12:08.038667,12.0,1575.0,19.215686274509803,43.92156862745098,0.0,SAFE,71.0,
2026-04-03T17:12:11.398667,19.0,2232.0,20.784313725490197,47.84313725490196,0.0,SAFE,71.1,
2026-04-03T17:12:14.972080,22.0,1273.25,12.156862745098039,20.0,0.0,SAFE,71.2,
2026-04-03T17:12:18.404323,16.0,835.0,17.254901960784313,35.294117647058826,0.0,SAFE,71.3,
2026-04-03T17:12:21.795252,15.0,1432.0,18.823529411764707,42.35294117647059,0.0,SAFE,71.4,
2026-04-03T17:12:25.671448,23.0,1592.75,17.254901960784313,39.21568627450981,0.0,SAFE,71.5,
2026-04-03T17:12:29.122144,27.0,1032.0,12.156862745098039,16.862745098039216,0.0,SAFE,71.6,
2026-04-03T17:12:32.736645,25.0,939.0,12.156862745098039,17.647058823529413,0.0,SAFE,71.7,
2026-04-03T17:12:36.370412,24.0,951.5,12.156862745098039,22.352941176470587,0.0,SAFE,71.8,
