timestamp,speed,rpm,throttle,engine_load,relative_throttle,prediction,score,event
2026-04-03T16:45:25.446368,0.0,0.0,18.823529411764707,0.0,0.0,IDLE,75.0,
2026-04-03T16:45:26.963352,0.0,0.0,18.823529411764707,0.0,0.0,IDLE,75.0,
2026-04-03T16:45:28.431758,0.0,0.0,18.823529411764707,0.0,0.0,IDLE,75.0,
2026-04-03T16:45:29.995082,0.0,0.0,18.823529411764707,0.0,0.0,IDLE,75.0,
2026-04-03T16:45:31.464134,0.0,0.0,18.823529411764707,0.0,0.0,IDLE,75.0,
2026-04-03T16:45:32.936180,0.0,0.0,18.823529411764707,0.0,0.0,IDLE,75.0,
2026-04-03T16:45:34.487896,0.0,0.0,18.823529411764707,0.0,0.0,IDLE,75.0,
2026-04-03T16:45:35.957440,0.0,0.0,18.823529411764707,0.0,0.0,IDLE,75.0,
2026-04-03T16:45:37.428685,0.0,0.0,18.823529411764707,0.0,0.0,IDLE,75.0,
2026-04-03T16:45:38.900928,0.0,0.0,18.823529411764707,0.0,0.0,IDLE,75.0,
2026-04-03T16:45:40.370662,0.0,0.0,18.823529411764707,0.0,0.0,IDLE,75.0,
2026-04-03T16:45:41.841848,0.0,0.0,18.823529411764707,0.0,0.0,IDLE,75.0,
2026-04-03T16:45:43.313123,0.0,0.0,18.823529411764707,0.0,0.0,IDLE,75.0,
2026-04-03T16:45:44.784128,0.0,0.0,18.823529411764707,0.0,0.0,IDLE,75.0,
2026-04-03T16:45:46.254498,0.0,0.0,18.823529411764707,0.0,0.0,IDLE,75.0,
