timestamp,speed,rpm,throttle,engine_load,prediction,score
2026-03-31T17:33:42.235533,0.0,989.75,19.215686274509803,51.76470588235294,IDLE,75
2026-03-31T17:33:43.551599,0.0,848.25,19.215686274509803,52.15686274509804,IDLE,75
2026-03-31T17:33:44.877557,0.0,872.5,18.823529411764707,50.98039215686274,IDLE,75
2026-03-31T17:33:46.162641,0.0,861.5,20.0,56.470588235294116,IDLE,75
2026-03-31T17:33:47.488648,0.0,986.5,19.215686274509803,51.76470588235294,IDLE,75
2026-03-31T17:33:48.773673,0.0,942.75,19.607843137254903,52.94117647058823,IDLE,75
2026-03-31T17:33:50.100815,0.0,1045.25,20.784313725490197,61.96078431372549,IDLE,75
2026-03-31T17:33:51.386700,0.0,1308.5,21.568627450980394,69.41176470588235,IDLE,75
2026-03-31T17:33:52.702733,0.0,1323.25,21.176470588235293,67.84313725490196,IDLE,75
2026-03-31T17:33:54.021769,0.0,1207.0,20.392156862745097,60.78431372549019,IDLE,75
2026-03-31T17:33:55.403452,6.0,1275.75,21.176470588235293,63.529411764705884,SAFE,75.1
2026-03-31T17:33:56.675126,8.0,1489.75,21.96078431372549,66.66666666666667,SAFE,75.2
2026-03-31T17:33:57.813403,12.0,1593.75,21.96078431372549,68.62745098039215,SAFE,75.3
2026-03-31T17:33:59.135828,14.0,1622.5,21.176470588235293,64.70588235294117,SAFE,75.4
2026-03-31T17:34:00.453749,18.0,1022.5,20.0,60.3921568627451,SAFE,75.5
2026-03-31T17:34:01.771107,19.0,1064.0,20.0,62.35294117647059,SAFE,75.6
2026-03-31T17:34:03.091881,21.0,1000.0,20.0,59.21568627450981,SAFE,75.7
2026-03-31T17:34:04.414200,23.0,993.75,19.607843137254903,58.03921568627451,SAFE,75.8
2026-03-31T17:34:05.726658,22.0,989.0,19.607843137254903,58.431372549019606,SAFE,75.9
2026-03-31T17:34:07.053951,23.0,998.25,20.0,58.8235294117647,SAFE,76.0
